yourlist:M202206216320BA52A5CE8FCD097CB85A53697A355200ED8	Cluster ID	Cluster name	Cluster members	Organisms	Length	Organism IDs
UniRef100_UPI00047B24A8	UniRef100_UPI00047B24A8	Cluster: stage V sporulation protein AE	UPI00047B24A8	Alteribacter aurantiacus	116	254410
UniRef100_UPI001CBBA68B	UniRef100_UPI001CBBA68B	Cluster: stage V sporulation protein AE	UPI001CBBA68B	Bacillus sp. BY2G20	116	2874282
UniRef100_A0A1H3X6T4	UniRef100_A0A1H3X6T4	Cluster: Stage V sporulation protein AE	A0A1H3X6T4	Thalassobacillus cyri	116	571932
UniRef100_A0A2M9T6C6	UniRef100_A0A2M9T6C6	Cluster: Stage V sporulation protein AE	A0A2M9T6C6	Geobacillus sp. WSUCF-018B	118	2055939
UniRef100_A0A1G7ZM15	UniRef100_A0A1G7ZM15	Cluster: Stage V sporulation protein AE	A0A1G7ZM15	Alteribacillus persepolensis	116	568899
UniRef100_A0A143MHC8	UniRef100_A0A143MHC8	Cluster: Stage V sporulation protein AEB	A0A143MHC8	Geobacillus subterraneus	118	129338
UniRef100_UPI0003619D6A	UniRef100_UPI0003619D6A	Cluster: stage V sporulation protein AE	UPI0003619D6A	Paenibacillus sanguinis	116	225906
UniRef100_A0A3S0UF42	UniRef100_A0A3S0UF42	Cluster: Stage V sporulation protein AE	A0A3S0UF42	Peribacillus cavernae	118	1674310
UniRef100_UPI0003FEF955	UniRef100_UPI0003FEF955	Cluster: stage V sporulation protein AE	UPI0003FEF955	Geobacillus thermodenitrificans	118	33940
UniRef100_A0A176JBW6	UniRef100_A0A176JBW6	Cluster: Stage V sporulation protein AE	A0A176JBW6	Bacillus sp. SJS	116	1423321
UniRef100_A0A223KSJ5	UniRef100_A0A223KSJ5	Cluster: Stage V sporulation protein AE	A0A223KSJ5	Sutcliffiella cohnii	116	33932
UniRef100_A0A372LKW2	UniRef100_A0A372LKW2	Cluster: Stage V sporulation protein AE	A0A372LKW2	Peribacillus glennii	118	2303991
UniRef100_A0A1N6N9E0	UniRef100_A0A1N6N9E0	Cluster: Stage V sporulation protein AE	A0A1N6N9E0; A0A4R4J9L4; A0A264YZ19	Priestia flexa; Bacillus sp. CBEL-1; Priestia aryabhattai	116	86664; 2502980; 412384
UniRef100_A0A845FBV1	UniRef100_A0A845FBV1	Cluster: Stage V sporulation protein AE	A0A845FBV1	Halobacillus litoralis	116	45668
UniRef100_UPI000C08592B	UniRef100_UPI000C08592B	Cluster: stage V sporulation protein AE	UPI000C08592B	Virgibacillus ndiopensis	116	2004408
UniRef100_A0A511VAE1	UniRef100_A0A511VAE1	Cluster: Stage V sporulation protein AE	A0A511VAE1	Aneurinibacillus danicus	116	267746
UniRef100_UPI0007AB996E	UniRef100_UPI0007AB996E	Cluster: stage V sporulation protein AE	UPI0007AB996E	Neobacillus niacini	118	86668
UniRef100_UPI00158A20EA	UniRef100_UPI00158A20EA	Cluster: stage V sporulation protein AE	UPI00158A20EA	Piscibacillus halophilus	116	571933
UniRef100_A0A511WWZ0	UniRef100_A0A511WWZ0	Cluster: Stage V sporulation protein AEB	A0A511WWZ0	Halobacillus faecis	116	360184
UniRef100_A0A1S2QYB8	UniRef100_A0A1S2QYB8	Cluster: Stage V sporulation protein AE	A0A1S2QYB8; A0A1I1FFT4	Bacillus sp. MUM 13; Bacillus sp. OV322	118	1678001; 1882764
UniRef100_UPI0012BA06AC	UniRef100_UPI0012BA06AC	Cluster: stage V sporulation protein AE	UPI0012BA06AC	Priestia megaterium (Bacillus megaterium)	116	1404
UniRef100_A0A2W7MM20	UniRef100_A0A2W7MM20	Cluster: Stage V sporulation protein AE	A0A2W7MM20	Psychrobacillus insolitus	116	1461
UniRef100_A0A890F9Z5	UniRef100_A0A890F9Z5	Cluster: Stage V sporulation protein AE	A0A890F9Z5	Brevibacillus choshinensis	116	54911
UniRef100_A0A0A2T8N2	UniRef100_A0A0A2T8N2	Cluster: Stage V sporulation protein AEB	A0A0A2T8N2	Pontibacillus yanchengensis Y32	116	1385514
UniRef100_UPI0008320A36	UniRef100_UPI0008320A36	Cluster: stage V sporulation protein AE	UPI0008320A36	Desulfofarcimen intricatum	117	1285191
UniRef100_A0A179T248	UniRef100_A0A179T248	Cluster: Stage V sporulation protein AE	A0A179T248; A0A7G7G0Q5	Metabacillus litoralis; Metabacillus sp. KUDC1714	116	152268; 2745198
UniRef100_A0A1M5I9J2	UniRef100_A0A1M5I9J2	Cluster: Stage V sporulation protein AE	A0A1M5I9J2	Ornithinibacillus halophilus	116	930117
UniRef100_UPI0005DA8A99	UniRef100_UPI0005DA8A99	Cluster: stage V sporulation protein AE	UPI0005DA8A99	Bacillus subtilis group	116	653685
UniRef100_UPI0004DF52C7	UniRef100_UPI0004DF52C7	Cluster: stage V sporulation protein AE	UPI0004DF52C7; UPI000AB0BE2A	Geobacillus vulcani; Geobacillus sp. BMUD	118	135517; 2508876
UniRef100_A0A0A2V296	UniRef100_A0A0A2V296	Cluster: Stage V sporulation protein AEB	A0A0A2V296	Pontibacillus chungwhensis BH030062	116	1385513
UniRef100_UPI000C07F5C8	UniRef100_UPI000C07F5C8	Cluster: stage V sporulation protein AE	UPI000C07F5C8	Bacillus sp. Marseille-P3800	116	2014782
UniRef100_A0A494Z1P2	UniRef100_A0A494Z1P2	Cluster: Stage V sporulation protein AE	A0A494Z1P2	Oceanobacillus bengalensis	116	1435466
UniRef100_A0A0M3RBS5	UniRef100_A0A0M3RBS5	Cluster: Stage V sporulation protein AEB	A0A0M3RBS5	Bacillus sp. FJAT-22090	116	1581038
UniRef100_A0A6I2ME79	UniRef100_A0A6I2ME79	Cluster: Stage V sporulation protein AE	A0A6I2ME79	Metabacillus idriensis	116	324768
UniRef100_A0A178TDK5	UniRef100_A0A178TDK5	Cluster: Stage V sporulation protein AE (SpoVAE)	A0A178TDK5; UPI0018691E58	Anoxybacillus flavithermus	118	33934
UniRef100_A0A3E0R929	UniRef100_A0A3E0R929	Cluster: Stage V sporulation protein AE	A0A3E0R929	Brevibacillus sp.	116	1882945
UniRef100_UPI00197E3460	UniRef100_UPI00197E3460	Cluster: stage V sporulation protein AE	UPI00197E3460	Aneurinibacillus sp. BA2021	116	2814426
UniRef100_A0A4Q0VWM3	UniRef100_A0A4Q0VWM3	Cluster: Stage V sporulation protein AE	A0A4Q0VWM3	Anaerobacillus alkaliphilus	116	1548597
UniRef100_UPI0002D99A9C	UniRef100_UPI0002D99A9C	Cluster: stage V sporulation protein AE	UPI0002D99A9C	Calidifontibacillus oryziterrae	117	1191699
UniRef100_A0A8A1Q8T4	UniRef100_A0A8A1Q8T4	Cluster: Stage V sporulation protein AE	A0A8A1Q8T4	Pontibacillus sp. ALD_SL1	116	2777185
UniRef100_A0A226QPB4	UniRef100_A0A226QPB4	Cluster: Stage V sporulation protein AE	A0A226QPB4	Parageobacillus galactosidasius	118	883812
UniRef100_UPI0004089770	UniRef100_UPI0004089770	Cluster: stage V sporulation protein AE	UPI0004089770	Tuberibacillus calidus	116	340097
UniRef100_A0A6G1X671	UniRef100_A0A6G1X671	Cluster: Stage V sporulation protein AE	A0A6G1X671	Salinibacillus xinjiangensis	116	1229268
UniRef100_UPI001582E1B5	UniRef100_UPI001582E1B5	Cluster: stage V sporulation protein AE	UPI001582E1B5	Parageobacillus sp. VR-IP	118	2742205
UniRef100_A0A7D7GU64	UniRef100_A0A7D7GU64	Cluster: Uncharacterized protein	A0A7D7GU64	Bacillus velezensis	116	492670
UniRef100_UPI000A710570	UniRef100_UPI000A710570	Cluster: stage V sporulation protein AE	UPI000A710570	Bacillus mediterraneensis	118	1805474
UniRef100_UPI000831AAEF	UniRef100_UPI000831AAEF	Cluster: stage V sporulation protein AE	UPI000831AAEF	Bacillus sp. FJAT-29814	116	1729688
UniRef100_UPI001CD743DD	UniRef100_UPI001CD743DD	Cluster: stage V sporulation protein AE	UPI001CD743DD	Halobacillus halophilus (Sporosarcina halophila)	116	1570
UniRef100_A0A845DYN8	UniRef100_A0A845DYN8	Cluster: Stage V sporulation protein AE	A0A845DYN8	Halobacillus litoralis	116	45668
UniRef100_UPI00195E05FE	UniRef100_UPI00195E05FE	Cluster: stage V sporulation protein AE	UPI00195E05FE	Bacillus tianshenii	116	1463404
UniRef100_A0A1H9Q9P5	UniRef100_A0A1H9Q9P5	Cluster: Stage V sporulation protein AE	A0A1H9Q9P5	Psychrobacillus sp. OK032	116	1884358
UniRef100_A0A2L1UGH0	UniRef100_A0A2L1UGH0	Cluster: Stage V sporulation protein AE	A0A2L1UGH0; A0A1U9YU31	Paenibacillus larvae subsp. larvae; Paenibacillus larvae subsp. pulvifaciens	118	147375; 1477
UniRef100_A0A0C2RJ58	UniRef100_A0A0C2RJ58	Cluster: Stage V sporulation protein AEB	A0A0C2RJ58	Jeotgalibacillus alimentarius	118	135826
UniRef100_A0A1Y0IUG3	UniRef100_A0A1Y0IUG3	Cluster: Stage V sporulation protein AE	A0A1Y0IUG3	Tumebacillus avium	116	1903704
UniRef100_W4QUT7	UniRef100_W4QUT7	Cluster: Stage V sporulation protein AE	W4QUT7	Alkalihalobacillus akibai (strain ATCC 43226 / DSM 21942 / CIP 109018 / JCM 9157 / 1139) (Bacillus akibai)	116	1236973
UniRef100_UPI001C0E9FF5	UniRef100_UPI001C0E9FF5	Cluster: stage V sporulation protein AE	UPI001C0E9FF5	Geobacillus sp. DSP4a	115	2508873
UniRef100_UPI00048C8CE1	UniRef100_UPI00048C8CE1	Cluster: stage V sporulation protein AE	UPI00048C8CE1	Thalassobacillus devorans	116	279813
UniRef100_UPI00186852F7	UniRef100_UPI00186852F7	Cluster: stage V sporulation protein AE	UPI00186852F7	Anoxybacillus flavithermus	118	33934
UniRef100_C5D7B8	UniRef100_C5D7B8	Cluster: Stage V sporulation protein AE	C5D7B8	Geobacillus sp. (strain WCH70)	118	471223
UniRef100_A0A857MN54	UniRef100_A0A857MN54	Cluster: Stage V sporulation protein AE	A0A857MN54	Geobacillus stearothermophilus (Bacillus stearothermophilus)	118	1422
UniRef100_A0A150M400	UniRef100_A0A150M400	Cluster: Stage V sporulation protein AE	A0A150M400	Geobacillus stearothermophilus (Bacillus stearothermophilus)	118	1422
UniRef100_A0A1Y4WWM0	UniRef100_A0A1Y4WWM0	Cluster: Stage V sporulation protein AE	A0A1Y4WWM0; C0ZH20; A0A0K9M818	Brevibacillus brevis (Bacillus brevis); Brevibacillus brevis (strain 47 / JCM 6285 / NBRC 100599); Bacillus sp. FJAT-27238	116	1393; 358681; 1679167
UniRef100_A0A3M7U095	UniRef100_A0A3M7U095	Cluster: Stage V sporulation protein AE	A0A3M7U095	Bacillus sp. KQ-3	116	2483800
UniRef100_A0A069DA00	UniRef100_A0A069DA00	Cluster: Stage V sporulation protein AE	A0A069DA00; A0A1R0WDV4; A0A1H2YL82	Paenibacillus sp. TCA20; Paenibacillus sp. FSL H7-0326; Paenibacillus sp. PDC88	116	1499968; 1921144; 1884375
UniRef100_A0A2T0LJH0	UniRef100_A0A2T0LJH0	Cluster: Stage V sporulation protein AE	A0A2T0LJH0	Planifilum fimeticola	116	201975
UniRef100_UPI0017875D36	UniRef100_UPI0017875D36	Cluster: stage V sporulation protein AE	UPI0017875D36	Ureibacillus sp. Re31	122	2762222
UniRef100_UPI0004174631	UniRef100_UPI0004174631	Cluster: stage V sporulation protein AE	UPI0004174631	Halalkalibacillus halophilus	116	392827
UniRef100_UPI001D135B78	UniRef100_UPI001D135B78	Cluster: stage V sporulation protein AE	UPI001D135B78	Alkalihalobacillus sp. TRPH29	116	2879466
UniRef100_A0A0C3GR15	UniRef100_A0A0C3GR15	Cluster: Stage V sporulation protein AE	A0A0C3GR15; UPI00059E10CD; UPI0011A6FEF8	Bacillus subtilis	116	1423
UniRef100_UPI001442D0AE	UniRef100_UPI001442D0AE	Cluster: stage V sporulation protein AE	UPI001442D0AE	Geobacillus subterraneus	118	129338
UniRef100_A0A4Z0H257	UniRef100_A0A4Z0H257	Cluster: Stage V sporulation protein AE	A0A4Z0H257	Halobacillus salinus	116	192814
UniRef100_A0A846MKI2	UniRef100_A0A846MKI2	Cluster: Stage V sporulation protein AE	A0A846MKI2	Saccharococcus thermophilus	118	29396
UniRef100_UPI0018FFF2C0	UniRef100_UPI0018FFF2C0	Cluster: stage V sporulation protein AE	UPI0018FFF2C0	Brevibacillus brevis (Bacillus brevis)	116	1393
UniRef100_UPI0018831838	UniRef100_UPI0018831838	Cluster: stage V sporulation protein AE	UPI0018831838	Paenibacillus	116	44249
UniRef100_A0A7X2ZJF6	UniRef100_A0A7X2ZJF6	Cluster: Stage V sporulation protein AE	A0A7X2ZJF6	Paenibacillus timonensis	116	225915
UniRef100_UPI00195DE90C	UniRef100_UPI00195DE90C	Cluster: stage V sporulation protein AE	UPI00195DE90C	Jeotgalibacillus terrae	118	587735
UniRef100_UPI001CC6956B	UniRef100_UPI001CC6956B	Cluster: stage V sporulation protein AE	UPI001CC6956B	Metabacillus sp. DBTR6	116	2875709
UniRef100_A0A2T6C7J3	UniRef100_A0A2T6C7J3	Cluster: Stage V sporulation protein AE	A0A2T6C7J3	Melghirimyces profundicolus	116	1242148
UniRef100_UPI00166ED1B9	UniRef100_UPI00166ED1B9	Cluster: stage V sporulation protein AE	UPI00166ED1B9	Ornithinibacillus halotolerans	116	1274357
UniRef100_M8DEV0	UniRef100_M8DEV0	Cluster: Stage V sporulation protein AE	M8DEV0	Brevibacillus borstelensis AK1	116	1300222
UniRef100_UPI000F83A761	UniRef100_UPI000F83A761	Cluster: stage V sporulation protein AE	UPI000F83A761	Brevibacillus marinus	116	2496837
UniRef100_A0A1B7KPM9	UniRef100_A0A1B7KPM9	Cluster: Stage V sporulation protein AE	A0A1B7KPM9; A0A1I0STY3	Parageobacillus thermoglucosidasius (Geobacillus thermoglucosidasius); Parageobacillus thermantarcticus	118	1426; 186116
UniRef100_A0A1I2KC60	UniRef100_A0A1I2KC60	Cluster: Stage V sporulation protein AE	A0A1I2KC60	Halobacillus alkaliphilus	116	396056
UniRef100_A0A840DQ95	UniRef100_A0A840DQ95	Cluster: Stage V sporulation protein AE	A0A840DQ95	Anoxybacillus voinovskiensis	118	230470
UniRef100_A0A1I0D7G2	UniRef100_A0A1I0D7G2	Cluster: Stage V sporulation protein AE	A0A1I0D7G2	Oceanobacillus limi	116	930131
UniRef100_R9LG85	UniRef100_R9LG85	Cluster: Stage V sporulation protein AE	R9LG85	Paenibacillus barengoltzii G22	116	1235795
UniRef100_UPI000C799471	UniRef100_UPI000C799471	Cluster: stage V sporulation protein AE	UPI000C799471	Halobacillus sp. Marseille-P3879	116	2045014
UniRef100_A0A841TBI5	UniRef100_A0A841TBI5	Cluster: Stage V sporulation protein AE	A0A841TBI5	Cohnella lubricantis	116	2163172
UniRef100_UPI00064DCB89	UniRef100_UPI00064DCB89	Cluster: stage V sporulation protein AE	UPI00064DCB89	Ornithinibacillus contaminans	116	694055
UniRef100_A0A1V5NW69	UniRef100_A0A1V5NW69	Cluster: SpoVA protein	A0A1V5NW69	Firmicutes bacterium ADurb.Bin373	117	1852891
UniRef100_A0A8I1WHR7	UniRef100_A0A8I1WHR7	Cluster: Stage V sporulation protein AE	A0A8I1WHR7	Bacillus subtilis	116	1423
UniRef100_A0A511W766	UniRef100_A0A511W766	Cluster: Stage V sporulation protein AEB	A0A511W766; UPI0011BF0A77	Alkalibacillus haloalkaliphilus	118	94136
UniRef100_A0A841U166	UniRef100_A0A841U166	Cluster: Stage V sporulation protein AE	A0A841U166	Cohnella xylanilytica	116	557555
UniRef100_A0A511UYQ9	UniRef100_A0A511UYQ9	Cluster: Stage V sporulation protein AE	A0A511UYQ9	Cerasibacillus quisquiliarum	116	227865
UniRef100_A0A0D0HV81	UniRef100_A0A0D0HV81	Cluster: Stage V sporulation protein AE	A0A0D0HV81; A0A1I0U2X7	Anoxybacillus ayderensis; Anoxybacillus pushchinoensis	118	265546; 150248
UniRef100_A0A7M1TYD9	UniRef100_A0A7M1TYD9	Cluster: Stage V sporulation protein AE	A0A7M1TYD9	Geobacillus stearothermophilus (Bacillus stearothermophilus)	118	1422
UniRef100_UPI0008304700	UniRef100_UPI0008304700	Cluster: stage V sporulation protein AE	UPI0008304700	Neobacillus fumarioli	118	105229
UniRef100_UPI0013DB0F56	UniRef100_UPI0013DB0F56	Cluster: stage V sporulation protein AE	UPI0013DB0F56	Oceanobacillus halotolerans	116	2663380
UniRef100_A0A1Q8V0N0	UniRef100_A0A1Q8V0N0	Cluster: Stage V sporulation protein AE	A0A1Q8V0N0; A0A0J5XW40; A0A806U4K1; D5DRL7; D5DL74; A0A0Q6GWV4	Priestia megaterium (Bacillus megaterium); Priestia aryabhattai; Priestia megaterium Q3; Priestia megaterium (strain ATCC 12872 / QMB1551) (Bacillus megaterium); Priestia megaterium (strain DSM 319 / IMG 1521) (Bacillus megaterium); Bacillus sp. Leaf75	116	1404; 412384; 1452722; 545693; 592022; 1736235
UniRef100_UPI0002FA1E85	UniRef100_UPI0002FA1E85	Cluster: stage V sporulation protein AE	UPI0002FA1E85	Anoxybacillus kamchatkensis	118	196180
UniRef100_A0A6B9YCW6	UniRef100_A0A6B9YCW6	Cluster: Stage V sporulation protein AE	A0A6B9YCW6	Virgibacillus sp. MSP4-1	116	2700081
UniRef100_A0A150MFX7	UniRef100_A0A150MFX7	Cluster: Stage V sporulation protein AE	A0A150MFX7; A0A6G9J3N9; A0A854HZQ2; A0A5C8MUH1	Parageobacillus toebii; Parageobacillus toebii NBRC 107807; Geobacillus sp. 44C; Parageobacillus sp. SY1	118	153151; 1223503; 1963024; 2603622
UniRef100_G4HDX1	UniRef100_G4HDX1	Cluster: Stage V sporulation protein AE	G4HDX1	Paenibacillus lactis 154	116	743719
UniRef100_UPI0008387E62	UniRef100_UPI0008387E62	Cluster: stage V sporulation protein AE	UPI0008387E62	Oceanobacillus sp. Castelsardo	116	1851204
UniRef100_UPI001B07375B	UniRef100_UPI001B07375B	Cluster: stage V sporulation protein AE	UPI001B07375B	Cohnella xylanilytica	116	557555
UniRef100_A0A0T6BTM7	UniRef100_A0A0T6BTM7	Cluster: Stage V sporulation protein AE	A0A0T6BTM7	Bacillus glycinifermentans	116	1664069
UniRef100_A0A090Z9U9	UniRef100_A0A090Z9U9	Cluster: Stage V sporulation protein AE	A0A090Z9U9	Bacillus clarus	116	2338372
UniRef100_UPI001745CC93	UniRef100_UPI001745CC93	Cluster: stage V sporulation protein AE	UPI001745CC93	Bacillus sp. IB182487	116	2771434
UniRef100_A0A380X9I5	UniRef100_A0A380X9I5	Cluster: Stage V sporulation protein AE	A0A380X9I5; A0A6L5AUV5; E5WSR6; A0A3S0K972; A0A1S1YLC8	Cytobacillus firmus (Bacillus firmus); Bacillus sp. ZZV12-4809; Bacillus sp. 2_A_57_CT2; Bacillus yapensis; Cytobacillus oceanisediminis	116	1399; 2575830; 665959; 2492960; 665099
UniRef100_UPI0006A7D0B8	UniRef100_UPI0006A7D0B8	Cluster: stage V sporulation protein AE	UPI0006A7D0B8	Bacillus sp. FJAT-26652	116	1684141
UniRef100_A0A845DRI8	UniRef100_A0A845DRI8	Cluster: Stage V sporulation protein AE	A0A845DRI8	Halobacillus litoralis	116	45668
UniRef100_A0A2A8S6V9	UniRef100_A0A2A8S6V9	Cluster: Stage V sporulation protein AE	A0A2A8S6V9	Bacillus sp. AFS018417	116	2033491
UniRef100_A0A544UKV2	UniRef100_A0A544UKV2	Cluster: Stage V sporulation protein AE	A0A544UKV2	Lysinibacillus sp. SDF0063	116	2133753
UniRef100_A0A1Y0CL18	UniRef100_A0A1Y0CL18	Cluster: Stage V sporulation protein AE	A0A1Y0CL18	Sutcliffiella horikoshii	118	79883
UniRef100_UPI001648D46B	UniRef100_UPI001648D46B	Cluster: stage V sporulation protein AE	UPI001648D46B	Aquibacillus kalidii	116	2762597
UniRef100_UPI0009BB27B2	UniRef100_UPI0009BB27B2	Cluster: stage V sporulation protein AE	UPI0009BB27B2	Cohnella	116	329857
UniRef100_UPI0005EF5143	UniRef100_UPI0005EF5143	Cluster: stage V sporulation protein AE	UPI0005EF5143	Neobacillus niacini	118	86668
UniRef100_A0A160F3B2	UniRef100_A0A160F3B2	Cluster: Stage V sporulation protein AE	A0A160F3B2	Anoxybacillus amylolyticus	118	294699
UniRef100_M8DQC4	UniRef100_M8DQC4	Cluster: Stage V sporulation protein AE	M8DQC4; UPI0003A820CA	Anoxybacillus flavithermus AK1; Anoxybacillus	117	1297581; 150247
UniRef100_UPI0011F3ED5B	UniRef100_UPI0011F3ED5B	Cluster: stage V sporulation protein AE	UPI0011F3ED5B	Oceanobacillus polygoni	116	1235259
UniRef100_A0A2B2Z0D8	UniRef100_A0A2B2Z0D8	Cluster: Stage V sporulation protein AEB	A0A2B2Z0D8	Priestia megaterium (Bacillus megaterium)	116	1404
UniRef100_UPI001AE5C11C	UniRef100_UPI001AE5C11C	Cluster: stage V sporulation protein AE	UPI001AE5C11C	Ammoniphilus resinae	117	861532
UniRef100_A0A1I6RAR4	UniRef100_A0A1I6RAR4	Cluster: Stage V sporulation protein AE	A0A1I6RAR4	Paenibacillus sp. 453mf	116	1761874
UniRef100_UPI000988445D	UniRef100_UPI000988445D	Cluster: stage V sporulation protein AE	UPI000988445D	Sediminibacillus massiliensis	116	1926277
UniRef100_A0A417YCF1	UniRef100_A0A417YCF1	Cluster: Stage V sporulation protein AE	A0A417YCF1	Oceanobacillus profundus	116	372463
UniRef100_A0A3N5CEQ2	UniRef100_A0A3N5CEQ2	Cluster: Stage V sporulation protein AE	A0A3N5CEQ2; UPI000F52048B	Aquisalibacillus elongatus	118	485577
UniRef100_A0A1B2DWZ7	UniRef100_A0A1B2DWZ7	Cluster: Stage V sporulation protein AE	A0A1B2DWZ7	Paenibacillus ihbetae	116	1870820
UniRef100_A0A377H0X7	UniRef100_A0A377H0X7	Cluster: Stage V sporulation protein AE	A0A377H0X7	[Flavobacterium] thermophilum	118	1414643
UniRef100_A0A7H1R4B9	UniRef100_A0A7H1R4B9	Cluster: Stage V sporulation protein AE	A0A7H1R4B9	Peribacillus butanolivorans	116	421767
UniRef100_A0A1I4GVE5	UniRef100_A0A1I4GVE5	Cluster: Stage V sporulation protein AE	A0A1I4GVE5	Paenibacillus sp. 1_12	116	1566278
UniRef100_A0A3M8H4E9	UniRef100_A0A3M8H4E9	Cluster: Stage V sporulation protein AE	A0A3M8H4E9	Lysinibacillus halotolerans	122	1368476
UniRef100_A0A1Z2V6B7	UniRef100_A0A1Z2V6B7	Cluster: Stage V sporulation protein AE	A0A1Z2V6B7	Anoxybacillus flavithermus	118	33934
UniRef100_UPI00123B54B5	UniRef100_UPI00123B54B5	Cluster: stage V sporulation protein AE	UPI00123B54B5	Paenibacillus tepidiphilus	116	2608683
UniRef100_UPI0009889032	UniRef100_UPI0009889032	Cluster: stage V sporulation protein AE	UPI0009889032	Oceanobacillus sojae	116	582851
UniRef100_A0A369C3E7	UniRef100_A0A369C3E7	Cluster: Stage V sporulation protein AE	A0A369C3E7	Bacillus sp. AG236	116	2184002
UniRef100_A0A859FFQ5	UniRef100_A0A859FFQ5	Cluster: Stage V sporulation protein AE	A0A859FFQ5	Bacillus sp. M4U3P1	116	2592382
UniRef100_UPI00066FDD50	UniRef100_UPI00066FDD50	Cluster: stage V sporulation protein AE	UPI00066FDD50	Geobacillus stearothermophilus (Bacillus stearothermophilus)	118	1422
UniRef100_A0A1A5XQI8	UniRef100_A0A1A5XQI8	Cluster: Stage V sporulation protein AE	A0A1A5XQI8; A0A553KHW6	Brevibacillus sp. WF146; Brevibacillus sp. LEMMJ03	116	319501; 2595056
UniRef100_A0A6M0Q520	UniRef100_A0A6M0Q520	Cluster: Stage V sporulation protein AE	A0A6M0Q520; UPI001969F8DD	Bacillus mesophilus	116	1808955
UniRef100_A0A7W8IT86	UniRef100_A0A7W8IT86	Cluster: Stage V sporulation protein AE	A0A7W8IT86	Anoxybacillus tepidamans	118	265948
UniRef100_UPI000B43E15A	UniRef100_UPI000B43E15A	Cluster: stage V sporulation protein AE	UPI000B43E15A	Bacillus sp. EAC	116	1978338
UniRef100_UPI00164A1043	UniRef100_UPI00164A1043	Cluster: stage V sporulation protein AE	UPI00164A1043	Ornithinibacillus	116	484508
UniRef100_UPI000BB6EC69	UniRef100_UPI000BB6EC69	Cluster: stage V sporulation protein AE	UPI000BB6EC69	Paucisalibacillus globulus	116	351095
UniRef100_A0A2P7VH88	UniRef100_A0A2P7VH88	Cluster: Stage V sporulation protein AE	A0A2P7VH88	Brevibacillus fortis	116	2126352
UniRef100_A0A317L2A6	UniRef100_A0A317L2A6	Cluster: Stage V sporulation protein AE	A0A317L2A6	Gracilibacillus dipsosauri	116	178340
UniRef100_A0A0Q9VC95	UniRef100_A0A0Q9VC95	Cluster: Stage V sporulation protein AEB	A0A0Q9VC95	Bacillus sp. Soil768D1	116	1736405
UniRef100_UPI0008351B44	UniRef100_UPI0008351B44	Cluster: stage V sporulation protein AE	UPI0008351B44	Bacillus sp. FJAT-29937	118	1720553
UniRef100_E6TYM8	UniRef100_E6TYM8	Cluster: Stage V sporulation protein AE	E6TYM8	Evansella cellulosilytica (strain ATCC 21833 / DSM 2522 / FERM P-1141 / JCM 9156 / N-4) (Bacillus cellulosilyticus)	116	649639
UniRef100_A0A7V9Z114	UniRef100_A0A7V9Z114	Cluster: Stage V sporulation protein AE	A0A7V9Z114	Anoxybacillus calidus	118	575178
UniRef100_UPI00174AAD99	UniRef100_UPI00174AAD99	Cluster: stage V sporulation protein AE	UPI00174AAD99	Metabacillus idriensis	116	324768
UniRef100_UPI001ADB28BB	UniRef100_UPI001ADB28BB	Cluster: stage V sporulation protein AE	UPI001ADB28BB	Alkalihalobacillus sp. BA299	116	2815938
UniRef100_A0A0V8JF28	UniRef100_A0A0V8JF28	Cluster: Stage V sporulation protein AEB	A0A0V8JF28; A0A1G9W3Q9; A0A4Q2HT76	Fictibacillus enclensis; Fictibacillus solisalsi; Fictibacillus sp. S7	116	1017270; 459525; 2212476
