Cluster ID	Cluster name	Cluster members	Organisms	Length	Size	Organism IDs
UniRef100_UPI0019D5ECD1	Cluster: stage V sporulation protein AC	UPI0019D5ECD1	Bacillus altitudinis complex	156	1	1792192
UniRef100_A0A1I0HZR1	Cluster: Stage V sporulation protein AC	A0A1I0HZR1	Salinibacillus kushneri	149	1	237682
UniRef100_UPI001CF9B6B4	Cluster: stage V sporulation protein AC	UPI001CF9B6B4	Bacillus stratosphericus	150	1	293386
UniRef100_A0A7G5BSC1	Cluster: Stage V sporulation protein AC	A0A7G5BSC1	Cohnella cholangitidis	160	1	2598458
UniRef100_A0A7Z2VGE1	Cluster: Stage V sporulation protein AC	A0A7Z2VGE1	Cohnella sp. MFER-1	160	1	2728023
UniRef100_UPI000EF4A8CD	Cluster: stage V sporulation protein AC	UPI000EF4A8CD	Mesobacillus foraminis	156	1	279826
UniRef100_UPI0004856E75	Cluster: stage V sporulation protein AC	UPI0004856E75	Ruminiclostridium cellobioparum (Clostridium cellobioparum)	159	1	29355
UniRef100_K2MHI1	Cluster: Stage V sporulation protein AC	K2MHI1; A0A7Z2J5M4	Bacillus xiamenensis; Bacillus sp. ms-22	150	2	1178537; 2683680
UniRef100_UPI001BE8245E	Cluster: stage V sporulation protein AC	UPI001BE8245E	unclassified Bacillus (in: Bacteria)	159	1	185979
UniRef100_A0A3M8AN60	Cluster: Stage V sporulation protein AC	A0A3M8AN60	Brevibacillus gelatini	157	1	1655277
UniRef100_A0A368VJS6	Cluster: Stage V sporulation protein AC	A0A368VJS6	Paenibacillus prosopidis	160	1	630520
UniRef100_R8EB06	Cluster: Stage V sporulation protein AC	R8EB06	Bacillus cereus VD133	158	1	1053233
UniRef100_A0A150F194	Cluster: Stage V sporulation protein AC	A0A150F194	Bacillus cereus	152	1	1396
UniRef100_UPI00178702D3	Cluster: Stage V sporulation protein AC	UPI00178702D3	Bacillus sp. ISL-55	159	1	2819134
UniRef100_UPI000BF78628	Cluster: stage V sporulation protein AC	UPI000BF78628	Bacillus cereus	158	1	1396
UniRef100_A0A7X2J2P4	Cluster: Stage V sporulation protein AC	A0A7X2J2P4	Metabacillus lacus	149	1	1983721
UniRef100_A0A0A5G4F9	Cluster: Stage V sporulation protein AC	A0A0A5G4F9	Pontibacillus litoralis JSM 072002	151	1	1385512
UniRef100_UPI001A7E3DAB	Cluster: stage V sporulation protein AC	UPI001A7E3DAB	Bacillus xiamenensis	156	1	1178537
UniRef100_A0A1H8EUQ0	Cluster: Stage V sporulation protein AC	A0A1H8EUQ0	Lihuaxuella thermophila	160	1	1173111
UniRef100_A0A4Y8Q622	Cluster: Stage V sporulation protein AC	A0A4Y8Q622	Paenibacillus athensensis	157	1	1967502
UniRef100_A0A1V4HMA4	Cluster: Stage V sporulation protein AC	A0A1V4HMA4	Paenibacillus ferrarius	157	1	1469647
UniRef100_UPI001C402587	Cluster: stage V sporulation protein AC	UPI001C402587	Paenibacillus allorhizosphaerae	153	1	2849866
UniRef100_UPI001CC56D3E	Cluster: stage V sporulation protein AC	UPI001CC56D3E	Metabacillus sp. DBTR6	151	1	2875709
UniRef100_A0A1X7D224	Cluster: Stage V sporulation protein AC	A0A1X7D224	Priestia filamentosa	153	1	1402861
UniRef100_A0A2C1JU41	Cluster: Stage V sporulation protein AC	A0A2C1JU41	Bacillus sp. AFS040349	149	1	2033502
UniRef100_A0A0A5GLW0	Cluster: Stage V sporulation protein AC	A0A0A5GLW0	Pontibacillus halophilus JSM 076056 = DSM 19796	151	1	1385510
UniRef100_A0A2A8RZA4	Cluster: Stage V sporulation protein AC	A0A2A8RZA4	Bacillus cereus	158	1	1396
UniRef100_UPI000364CA4B	Cluster: stage V sporulation protein AC	UPI000364CA4B	Bacillus	158	1	1386
UniRef100_A0A846TKB0	Cluster: Stage V sporulation protein AC	A0A846TKB0	Mesobacillus selenatarsenatis	159	1	388741
UniRef100_A0A073KDL3	Cluster: Stage V sporulation protein AC	A0A073KDL3	Bacillus gaemokensis	158	1	574375
UniRef100_UPI001572A1E9	Cluster: stage V sporulation protein AC	UPI001572A1E9	unclassified Bacillus (in: Bacteria)	158	1	185979
UniRef100_UPI001CFD18C5	Cluster: stage V sporulation protein AC	UPI001CFD18C5	Mesobacillus subterraneus	159	1	285983
UniRef100_A0A1R1FED2	Cluster: Stage V sporulation protein AC	A0A1R1FED2	Paenibacillus sp. FSL R5-0490	157	1	1920424
UniRef100_A0A7C6ISF2	Cluster: Stage V sporulation protein AC	A0A7C6ISF2	Clostridiales bacterium	159	1	1898207
UniRef100_UPI0008F90D4E	Cluster: stage V sporulation protein AC	UPI0008F90D4E	Bacillus tuaregi	158	1	1816695
UniRef100_UPI001ADB377F	Cluster: stage V sporulation protein AC	UPI001ADB377F	Bacillus sp. 165	151	1	1529117
UniRef100_A0A1H8E880	Cluster: Stage V sporulation protein AC	A0A1H8E880	Mesobacillus persicus	156	1	930146
UniRef100_J2I0K3	Cluster: Stage V sporulation protein AC	J2I0K3	Brevibacillus sp. CF112	157	1	1144311
UniRef100_A0A544UKW1	Cluster: Stage V sporulation protein AC	A0A544UKW1	Lysinibacillus sp. SDF0063	157	1	2133753
UniRef100_UPI00110D6787	Cluster: stage V sporulation protein AC	UPI00110D6787	Paenibacillus mesophilus	158	1	2582849
UniRef100_A0A1N7KG49	Cluster: Stage V sporulation protein AC	A0A1N7KG49	Kroppenstedtia eburnea	159	1	714067
UniRef100_A0A1I1NE35	Cluster: Stage V sporulation protein AC	A0A1I1NE35	Bacillus sp. 491mf	158	1	1761755
UniRef100_UPI000BB78EBD	Cluster: stage V sporulation protein AC	UPI000BB78EBD	Bacillus	151	1	1386
UniRef100_M8E6I1	Cluster: Stage V sporulation protein AC	M8E6I1	Brevibacillus borstelensis AK1	157	1	1300222
UniRef100_UPI001BCE4B60	Cluster: stage V sporulation protein AC	UPI001BCE4B60	Mesobacillus boroniphilus	159	1	308892
UniRef100_UPI000BFB4200	Cluster: stage V sporulation protein AC	UPI000BFB4200	Bacillus cereus	158	1	1396
UniRef100_UPI00149262F5	Cluster: stage V sporulation protein AC	UPI00149262F5	Paenibacillus planticolens	157	1	2654976
UniRef100_A0A5J5I225	Cluster: Stage V sporulation protein AC	A0A5J5I225	Niallia endozanthoxylicus	156	1	2036016
UniRef100_A0A1I6Q3U1	Cluster: Stage V sporulation protein AC	A0A1I6Q3U1	Bacillus sp. 103mf	151	1	1761751
UniRef100_A0A2P7VH94	Cluster: Stage V sporulation protein AC	A0A2P7VH94	Brevibacillus fortis	157	1	2126352
UniRef100_A0A2C3ZHG2	Cluster: Stage V sporulation protein AC	A0A2C3ZHG2; A0A1D3P9D3; A0A2B4NE90; A0A7V7LFI7	Bacillus wiedmannii; Bacillus cereus; Bacillus sp. AFS075960; Bacillus sp. BB51/4	158	4	1890302; 1396; 2034282; 2217819
UniRef100_UPI0016659D9A	Cluster: stage V sporulation protein AC	UPI0016659D9A	Paenibacillus marchantiophytorum	157	1	1619310
UniRef100_A0A0A8XEM7	Cluster: Stage V sporulation protein AC (SpoVAC)	A0A0A8XEM7	Mesobacillus selenatarsenatis SF-1	159	1	1321606
UniRef100_UPI001421FC7B	Cluster: stage V sporulation protein AC	UPI001421FC7B	Paenibacillus aceris	157	1	869555
UniRef100_UPI000319887B	Cluster: stage V sporulation protein AC	UPI000319887B	Paenibacillus	165	1	44249
UniRef100_UPI00036FC927	Cluster: stage V sporulation protein AC	UPI00036FC927	Bacillus sp. 123MFChir2	158	1	1169144
UniRef100_A0A1I6V6Y4	Cluster: Stage V sporulation protein AC	A0A1I6V6Y4	Bacillus sp. 103mf	158	1	1761751
UniRef100_UPI0018CEDDC7	Cluster: stage V sporulation protein AC	UPI0018CEDDC7	Cytobacillus firmus (Bacillus firmus)	157	1	1399
UniRef100_A0A068NDB1	Cluster: Stage V sporulation protein AC (SpoVAC)	A0A068NDB1; A0A7D4FA13	Bacillus cereus; Bacillus tropicus	152	2	1396; 2026188
UniRef100_A0A150BCH8	Cluster: Stage V sporulation protein AC	A0A150BCH8	Bacillus cereus	152	1	1396
UniRef100_W7LBS5	Cluster: Stage V sporulation protein AC	W7LBS5	Cytobacillus firmus DS1	157	1	1307436
UniRef100_A0A371SHB4	Cluster: Stage V sporulation protein AC	A0A371SHB4	Bacillus sp. HNG	153	1	2293325
UniRef100_UPI00197D0B3F	Cluster: stage V sporulation protein AC	UPI00197D0B3F	Paenibacillus apiarius	165	1	46240
UniRef100_S0FLB0	Cluster: Stage V sporulation protein AC	S0FLB0	Ruminiclostridium cellobioparum subsp. termitidis CT1112	159	1	1195236
UniRef100_UPI0002884471	Cluster: stage V sporulation protein AC	UPI0002884471	Bacillus timonensis	153	1	1033734
UniRef100_A0A2A8XZA1	Cluster: Stage V sporulation protein AC	A0A2A8XZA1	Bacillus cereus	152	1	1396
UniRef100_UPI00046F6BD3	Cluster: stage V sporulation protein AC	UPI00046F6BD3	Paenibacillus maysiensis	160	1	1155954
UniRef100_A0A4U1MHH2	Cluster: Stage V sporulation protein AC	A0A4U1MHH2	Alkalihalobacillus hwajinpoensis	152	1	208199
UniRef100_A0A4S3PYK8	Cluster: Stage V sporulation protein AC	A0A4S3PYK8	Bacillus timonensis	153	1	1033734
UniRef100_A0A4U2ZX09	Cluster: Stage V sporulation protein AC	A0A4U2ZX09; A0A7V7S5R3	Bacillus mycoides; Bacillus luti	158	2	1405; 2026191
UniRef100_UPI000717147C	Cluster: stage V sporulation protein AC	UPI000717147C	Fredinandcohnia humi	153	1	263474
UniRef100_A0A2B1DBY3	Cluster: Stage V sporulation protein AC	A0A2B1DBY3	Bacillus cereus	158	1	1396
UniRef100_A0A268ISX9	Cluster: Stage V sporulation protein AC	A0A268ISX9	Bacillus sp. 7894-2	157	1	2021695
UniRef100_A0A243GEW4	Cluster: Stage V sporulation protein AC	A0A243GEW4	Bacillus thuringiensis subsp. finitimus	152	1	29337
UniRef100_UPI001CD766D2	Cluster: stage V sporulation protein AC	UPI001CD766D2	Bacillus infantis	156	1	324767
UniRef100_A0A1S2LDX3	Cluster: Stage V sporulation protein AC	A0A1S2LDX3	Anaerobacillus alkalilacustris	159	1	393763
UniRef100_A0A2U1K6V0	Cluster: Stage V sporulation protein AC	A0A2U1K6V0	Pueribacillus theae	159	1	2171751
UniRef100_A0A0E1MR88	Cluster: Stage V sporulation protein AC	A0A0E1MR88	Bacillus cereus	152	1	1396
UniRef100_UPI001A9D176E	Cluster: stage V sporulation protein AC	UPI001A9D176E	Metabacillus sp. BG109	151	1	2795218
UniRef100_A0A1N6N987	Cluster: Stage V sporulation protein AC	A0A1N6N987	Priestia flexa	152	1	86664
UniRef100_UPI00162885F6	Cluster: stage V sporulation protein AC	UPI00162885F6	Clostridium sp. DJ247	159	1	2726188
UniRef100_A0A235B9Z1	Cluster: Stage V sporulation protein AC	A0A235B9Z1	Paludifilum halophilum	160	1	1642702
UniRef100_A0A136BQ61	Cluster: Stage V sporulation protein AC	A0A136BQ61; Q72XX4; A0A1J9XTK1; A0A150DMG8; UPI00065B522E; UPI001290724B; UPI00077ACCFD	Bacillus cereus; Bacillus cereus (strain ATCC 10987 / NRS 248); Bacillus pacificus	158	7	1396; 222523; 2026187
UniRef100_UPI000992900B	Cluster: stage V sporulation protein AC	UPI000992900B	Bacillus mycoides	158	1	1405
UniRef100_A0A2C2AAD5	Cluster: Stage V sporulation protein AC	A0A2C2AAD5; A0A443TAC0	Bacillus cereus; Bacillus mycoides	158	2	1396; 1405
UniRef100_UPI0009888120	Cluster: stage V sporulation protein AC	UPI0009888120	Bacillus sinesaloumensis	153	1	1926280
UniRef100_A0A2S9XM04	Cluster: SpoVA protein	A0A2S9XM04	Bacillus sp. M21	152	1	1155617
UniRef100_A0A150B7H0	Cluster: Stage V sporulation protein AC	A0A150B7H0; A0A8F7MS52; A0A1J9ZGY0; A0A5C5AKQ2; B9J4Q0; A0A6L5LRN6; A0A5C4ZLX3; A0A0F5RFU7; C2MT34; UPI001E39674C; UPI0002797E45; UPI000AD356F7; UPI00126201DE; UPI00070F6F17; UPI001F0278BB; UPI0011446DA7; UPI0005349B7C; UPI00192866C8; UPI000A3B8D20; UPI0006187324; UPI000279063A	Bacillus cereus; Klebsiella grimontii; Bacillus paranthracis; Bacillus sp. CD3-5; Bacillus cereus (strain Q1); Bacillus thuringiensis; Bacillus pacificus; Bacillus sp. UMTAT18; Bacillus cereus m1293; Bacillus	158	21	1396; 2058152; 2026186; 2587157; 361100; 1428; 2026187; 1565146; 526973; 1386; 1313
UniRef100_A0A2C1EMT1	Cluster: Stage V sporulation protein AC	A0A2C1EMT1	Bacillus cereus	158	1	1396
UniRef100_U5L9S5	Cluster: Stage V sporulation protein AC	U5L9S5; Q2B8V9; A0A231WAC6	Bacillus infantis NRRL B-14911; Bacillus sp. NRRL B-14911; Bacillus sp. OG2	155	3	1367477; 313627; 1979526
UniRef100_A0A1Q4KTU4	Cluster: Stage V sporulation protein AC	A0A1Q4KTU4; A0A1T3VB96	Bacillus cereus; Bacillus anthracis	152	2	1396; 1392
UniRef100_UPI0008FE54E8	Cluster: stage V sporulation protein AC	UPI0008FE54E8	Bacillus cereus group	152	1	86661
UniRef100_A0A5D4SJE1	Cluster: Stage V sporulation protein AC	A0A5D4SJE1; A0A2N5FT74	Bacillus infantis; Bacillus sp. UMB0728	156	2	324767; 2066052
UniRef100_A0A4Y3PIN0	Cluster: Stage V sporulation protein AC	A0A4Y3PIN0	Brevibacillus parabrevis	157	1	54914
UniRef100_Q635L2	Cluster: Stage V sporulation protein AC	Q635L2	Bacillus cereus (strain ZK / E33L)	152	1	288681
UniRef100_A0A6G1X6D4	Cluster: Stage V sporulation protein AC	A0A6G1X6D4	Salinibacillus xinjiangensis	150	1	1229268
UniRef100_A0A2T6C7G9	Cluster: Stage V sporulation protein AC	A0A2T6C7G9	Melghirimyces profundicolus	160	1	1242148
UniRef100_A0A0J7FTC2	Cluster: Stage V sporulation protein AC	A0A0J7FTC2; A0A5C5ACZ2; A0A853XCX2; A0A7Z8S581	Bacillus cereus; Bacillus tropicus; Bacillus sp. L27; Bacillus sp. BF9-10	152	4	1396; 2026188; 1866312; 2217822
UniRef100_UPI000BF782FC	Cluster: stage V sporulation protein AC	UPI000BF782FC	Bacillus tropicus	152	1	2026188
UniRef100_A0A2B5XY11	Cluster: Stage V sporulation protein AC	A0A2B5XY11	Bacillus toyonensis	158	1	155322
UniRef100_A0A5D4R8T6	Cluster: Stage V sporulation protein AC	A0A5D4R8T6	Bacillus infantis	156	1	324767
UniRef100_A0A4U0F8N8	Cluster: Stage V sporulation protein AC	A0A4U0F8N8	Cohnella pontilimi	161	1	2564100
UniRef100_A0A0B5SE87	Cluster: Stage V sporulation protein AC	A0A0B5SE87; J8HQD2; A0A7Z8SCN5	Bacillus mycoides; Bacillus cereus VD048; Bacillus sp. AR13-1	158	3	1405; 1053226; 2217833
UniRef100_A0A2C1M096	Cluster: Stage V sporulation protein AC	A0A2C1M096	Bacillus cereus	158	1	1396
UniRef100_A0A0D8I7U1	Cluster: Stage V sporulation protein AC	A0A0D8I7U1	Clostridium aceticum	159	1	84022
UniRef100_A0A516QVY1	Cluster: Stage V sporulation protein AC	A0A516QVY1; A0A2C9Z2N2	Bacillus sp. BD59S; Bacillus thuringiensis subsp. konkukian	152	2	2499213; 180856
UniRef100_UPI000C0C098A	Cluster: stage V sporulation protein AC	UPI000C0C098A	Fredinandcohnia onubensis	153	1	1571209
UniRef100_UPI0007D8B784	Cluster: stage V sporulation protein AC	UPI0007D8B784	Brevibacillus	157	1	55080
UniRef100_A0A172TKB4	Cluster: Stage V sporulation protein AC	A0A172TKB4	Paenibacillus swuensis	156	1	1178515
UniRef100_UPI000BF8BB65	Cluster: stage V sporulation protein AC	UPI000BF8BB65	Bacillus toyonensis	152	1	155322
UniRef100_G7W2E5	Cluster: Stage V sporulation protein AC	G7W2E5	Paenibacillus terrae (strain HPL-003)	160	1	985665
UniRef100_UPI001A239107	Cluster: stage V sporulation protein AC	UPI001A239107	Clostridium aciditolerans	158	1	339861
UniRef100_UPI001C120A95	Cluster: stage V sporulation protein AC	UPI001C120A95	Clostridium sp. MSJ-11	159	1	2841512
UniRef100_C0ZH22	Cluster: Stage V sporulation protein AC	C0ZH22	Brevibacillus brevis (strain 47 / JCM 6285 / NBRC 100599)	157	1	358681
UniRef100_UPI001A1FA10E	Cluster: stage V sporulation protein AC	UPI001A1FA10E	Clostridium aciditolerans	159	1	339861
UniRef100_A0A1Y4WVB1	Cluster: Stage V sporulation protein AC	A0A1Y4WVB1	Brevibacillus brevis (Bacillus brevis)	159	1	1393
UniRef100_A0A402GDQ4	Cluster: Stage V sporulation protein AC	A0A402GDQ4; UPI000CCC9B69	Bacillus cereus; Bacillus sp. AKBS9	158	2	1396; 2072506
UniRef100_A0A6M1UFT1	Cluster: Stage V sporulation protein AC	A0A6M1UFT1	Brevibacillus sp. SYP-B805	158	1	1578199
UniRef100_A0A8I1KM52	Cluster: Stage V sporulation protein AC	A0A8I1KM52	Bacillus cereus group sp. N18	152	1	2794590
UniRef100_A0A220MIR6	Cluster: Stage V sporulation protein AC	A0A220MIR6; A0A542SIG9	Brevibacillus formosus; Brevibacillus sp. AG162	157	2	54913; 2572910
UniRef100_A0A2T0LJG0	Cluster: Stage V sporulation protein AC	A0A2T0LJG0	Planifilum fimeticola	156	1	201975
UniRef100_R8MHT7	Cluster: Stage V sporulation protein AC	R8MHT7; J8FQ01	Bacillus cereus (strain VD146); Bacillus mycoides	158	2	1053236; 1405
UniRef100_UPI000B3B8B05	Cluster: stage V sporulation protein AC	UPI000B3B8B05	Paenibacillus apiarius	165	1	46240
UniRef100_I0BQI6	Cluster: Stage V sporulation protein AC	I0BQI6	Paenibacillus mucilaginosus K02	159	1	997761
UniRef100_UPI000405D44B	Cluster: stage V sporulation protein AC	UPI000405D44B	Paenibacillus harenae	160	1	306543
UniRef100_H6NKD6	Cluster: Putative stage V sporulation protein AC	H6NKD6	Paenibacillus mucilaginosus 3016	159	1	1116391
UniRef100_A0A176JC91	Cluster: Stage V sporulation protein AC	A0A176JC91	Bacillus sp. SJS	151	1	1423321
UniRef100_A0A8I1MCL8	Cluster: Stage V sporulation protein AC	A0A8I1MCL8	Priestia flexa	152	1	86664
UniRef100_A0A2T4Z795	Cluster: Stage V sporulation protein AC	A0A2T4Z795	Desmospora activa DSM 45169	160	1	1121389
UniRef100_C3BSC5	Cluster: Stage V sporulation protein AC	C3BSC5; A0A2A8C1Q2	Bacillus pseudomycoides DSM 12442; Bacillus pseudomycoides	158	2	527000; 64104
UniRef100_A0A2I0REX6	Cluster: Uncharacterized protein	A0A2I0REX6; A0A1V6LG04; A0A2C9YIG8; A0A7T3MPY9; C2VJA4; J8GQH0; K0FUU8; A0A345XFH7; A0A8I1GJT1; C2V2Y4	Bacillus cereus Rock4-18; Bacillus toyonensis; Bacillus thuringiensis serovar cameroun; Bacillus thuringiensis; Bacillus cereus Rock3-29; Bacillus cereus VD115; Bacillus thuringiensis MC28; Bacillus sp. COPE52; Bacillus cereus group sp. N18; Bacillus cereus Rock3-28	158	10	526988; 155322; 180885; 1428; 526984; 1053230; 1195464; 2233998; 2794590; 526983
UniRef100_UPI001AEEDC2F	Cluster: stage V sporulation protein AC	UPI001AEEDC2F	Bacillus sp. REN3	158	1	2802440
UniRef100_A0A4R3LBY1	Cluster: Stage V sporulation protein AC	A0A4R3LBY1	Hazenella coriacea	158	1	1179467
UniRef100_UPI0007ABED25	Cluster: stage V sporulation protein AC	UPI0007ABED25	Neobacillus niacini	158	1	86668
UniRef100_A0A2S1AFK2	Cluster: Stage V sporulation protein AC	A0A2S1AFK2; A7GUS7	Bacillus cytotoxicus; Bacillus cytotoxicus (strain DSM 22905 / CIP 110041 / 391-98 / NVH 391-98)	158	2	580165; 315749
UniRef100_UPI0011208A4C	Cluster: stage V sporulation protein AC	UPI0011208A4C	Clostridium thermarum	157	1	1716543
UniRef100_UPI001B014D84	Cluster: stage V sporulation protein AC	UPI001B014D84	Paenibacillus dendritiformis	160	1	130049
UniRef100_A0A0K9M823	Cluster: Stage V sporulation protein AC	A0A0K9M823	Bacillus sp. FJAT-27238	157	1	1679167
UniRef100_UPI001C8CFA83	Cluster: stage V sporulation protein AC	UPI001C8CFA83	Cytobacillus firmus (Bacillus firmus)	157	1	1399
UniRef100_UPI000CCBFA93	Cluster: stage V sporulation protein AC	UPI000CCBFA93	Brevibacillus reuszeri	157	1	54915
UniRef100_A0A854KUD1	Cluster: Stage V sporulation protein AC	A0A854KUD1	Bacillus thuringiensis serovar shandongiensis	158	1	180886
UniRef100_A0A7W0I0V0	Cluster: Stage V sporulation protein AC	A0A7W0I0V0	Paenibacillus sp. CGMCC 1.16610	157	1	2755557
UniRef100_R8PWF5	Cluster: Stage V sporulation protein AC	R8PWF5; A0A1Y3MEH9; A0A1S8G9E5	Bacillus cereus VD136; Bacillus pseudomycoides; Bacillus mycoides	158	3	1053234; 64104; 1405
UniRef100_A0A2B1EP65	Cluster: Stage V sporulation protein AC	A0A2B1EP65; A0A1J9TXU5	Bacillus cereus; Bacillus albus	152	2	1396; 2026189
UniRef100_A0A3R9FLW4	Cluster: Stage V sporulation protein AC	A0A3R9FLW4	Mesobacillus subterraneus	159	1	285983
UniRef100_UPI0010367494	Cluster: stage V sporulation protein AC	UPI0010367494	Bacillus sp. SYJ	152	1	2529386
UniRef100_UPI00037FF624	Cluster: stage V sporulation protein AC	UPI00037FF624	Effusibacillus pohliae	157	1	232270
UniRef100_A0A2V4V6R5	Cluster: Stage V sporulation protein AC	A0A2V4V6R5	Paenibacillus barcinonensis	166	1	198119
UniRef100_A0A160HGK7	Cluster: Stage V sporulation protein AC	A0A160HGK7; A0A6I2EE82; A0A7V7Z4A6; A0A6L3BHM7	Bacillus cereus; Bacillus thuringiensis; Bacillus sp. B1-WWTP-T-0.5-Post-4; Bacillus sp. TE8-1	152	4	1396; 1428; 2653219; 2217829
UniRef100_A0A419SG21	Cluster: Stage V sporulation protein AC	A0A419SG21	Ammoniphilus oxalaticus	159	1	66863
UniRef100_UPI0005C717C4	Cluster: stage V sporulation protein AC	UPI0005C717C4	Bacillus sp. EB01	155	1	1347086
UniRef100_UPI000FD624F7	Cluster: stage V sporulation protein AC	UPI000FD624F7	Paenibacillus chondroitinus	157	1	59842
UniRef100_H6CPN6	Cluster: Stage V sporulation protein AC	H6CPN6	Paenibacillus sp. Aloe-11	160	1	1050222
UniRef100_A0A506Q5K7	Cluster: Stage V sporulation protein AC	A0A506Q5K7; A0A516QYV1; A0A243IK76	Bacillus sp.; Bacillus sp. BD59S; Bacillus thuringiensis subsp. konkukian	158	3	1409; 2499213; 180856
UniRef100_A0A0K9YVE4	Cluster: Stage V sporulation protein AC	A0A0K9YVE4	Brevibacillus reuszeri	157	1	54915
UniRef100_A0A0A2VHU2	Cluster: Stage V sporulation protein AC	A0A0A2VHU2	Pontibacillus chungwhensis BH030062	151	1	1385513
UniRef100_A0A0M4GCN2	Cluster: Stage V sporulation protein AC	A0A0M4GCN2	Bacillus sp. FJAT-18017	155	1	1705566
UniRef100_UPI000DA23D20	Cluster: stage V sporulation protein AC	UPI000DA23D20	Paenibacillus barcinonensis	168	1	198119
UniRef100_A0A239BEB2	Cluster: Stage V sporulation protein AC	A0A239BEB2	Anaerovirgula multivorans	159	1	312168
UniRef100_A0A2C0YTE4	Cluster: Stage V sporulation protein AC	A0A2C0YTE4	Bacillus sp. AFS041924	150	1	2033503
UniRef100_A0A222WN13	Cluster: Stage V sporulation protein AC	A0A222WN13	Paenibacillus kribbensis	160	1	172713
UniRef100_A0A2C1M699	Cluster: Stage V sporulation protein AC	A0A2C1M699; A0A2A8V6H8	Bacillus cereus; Bacillus sp. AFS015896	152	2	1396; 2033487
UniRef100_UPI000BF96456	Cluster: stage V sporulation protein AC	UPI000BF96456	Bacillus toyonensis	158	1	155322
UniRef100_A0A2A8S1J0	Cluster: Stage V sporulation protein AC	A0A2A8S1J0	Bacillus cereus	152	1	1396
UniRef100_UPI000C7C8F8F	Cluster: stage V sporulation protein AC	UPI000C7C8F8F	Salirhabdus sp. Marseille-P4669	149	1	2042310
UniRef100_A0A6G3ZU62	Cluster: Stage V sporulation protein AC	A0A6G3ZU62	Paenibacillus sp. SYP-B3998	157	1	2678564
UniRef100_A0A2C2U4G0	Cluster: Stage V sporulation protein AC	A0A2C2U4G0; A0A1H3RV27	Bacillus cereus; Bacillus sp. 166amftsu	158	2	1396; 1761753
