id,name,RepID,species,len,Tax,Size
UniRef100_UPI0004856E75/12-154,Cluster: stage V sporulation protein AC,UPI0004856E75,Ruminiclostridium cellobioparum (Clostridium cellobioparum),159,29355,1.0
UniRef100_K2MHI1/4-148,Cluster: Stage V sporulation protein AC,K2MHI1,Bacillus xiamenensis,150,1178537,2.0
UniRef100_UPI001BE8245E/11-154,Cluster: stage V sporulation protein AC,UPI001BE8245E,unclassified Bacillus (in: Bacteria),159,185979,1.0
UniRef100_A0A3M8AN60/12-153,Cluster: Stage V sporulation protein AC,A0A3M8AN60,Brevibacillus gelatini,157,1655277,1.0
UniRef100_A0A368VJS6/12-153,Cluster: Stage V sporulation protein AC,A0A368VJS6,Paenibacillus prosopidis,160,630520,1.0
UniRef100_R8EB06/11-152,Cluster: Stage V sporulation protein AC,R8EB06,Bacillus cereus VD133,158,1053233,1.0
UniRef100_A0A150F194/6-150,Cluster: Stage V sporulation protein AC,A0A150F194,Bacillus cereus,152,1396,1.0
UniRef100_UPI00178702D3/11-154,Cluster: Stage V sporulation protein AC,UPI00178702D3,Bacillus sp. ISL-55,159,2819134,1.0
UniRef100_UPI000BF78628/11-152,Cluster: stage V sporulation protein AC,UPI000BF78628,Bacillus cereus,158,1396,1.0
UniRef100_A0A7X2J2P4/3-146,Cluster: Stage V sporulation protein AC,A0A7X2J2P4,Metabacillus lacus,149,1983721,1.0
UniRef100_A0A0A5G4F9/6-148,Cluster: Stage V sporulation protein AC,A0A0A5G4F9,Pontibacillus litoralis JSM 072002,151,1385512,1.0
UniRef100_UPI001A7E3DAB/10-154,Cluster: stage V sporulation protein AC,UPI001A7E3DAB,Bacillus xiamenensis,156,1178537,1.0
UniRef100_A0A1H8EUQ0/12-155,Cluster: Stage V sporulation protein AC,A0A1H8EUQ0,Lihuaxuella thermophila,160,1173111,1.0
UniRef100_A0A4Y8Q622/11-153,Cluster: Stage V sporulation protein AC,A0A4Y8Q622,Paenibacillus athensensis,157,1967502,1.0
UniRef100_A0A1V4HMA4/11-153,Cluster: Stage V sporulation protein AC,A0A1V4HMA4,Paenibacillus ferrarius,157,1469647,1.0
UniRef100_UPI001C402587/7-148,Cluster: stage V sporulation protein AC,UPI001C402587,Paenibacillus allorhizosphaerae,153,2849866,1.0
UniRef100_UPI001CC56D3E/6-147,Cluster: stage V sporulation protein AC,UPI001CC56D3E,Metabacillus sp. DBTR6,151,2875709,1.0
UniRef100_A0A1X7D224/6-149,Cluster: Stage V sporulation protein AC,A0A1X7D224,Priestia filamentosa,153,1402861,1.0
UniRef100_A0A2C1JU41/3-145,Cluster: Stage V sporulation protein AC,A0A2C1JU41,Bacillus sp. AFS040349,149,2033502,1.0
UniRef100_A0A0A5GLW0/6-148,Cluster: Stage V sporulation protein AC,A0A0A5GLW0,Pontibacillus halophilus JSM 076056 = DSM 19796,151,1385510,1.0
UniRef100_A0A2A8RZA4/11-152,Cluster: Stage V sporulation protein AC,A0A2A8RZA4,Bacillus cereus,158,1396,1.0
UniRef100_UPI000364CA4B/11-152,Cluster: stage V sporulation protein AC,UPI000364CA4B,Bacillus,158,1386,1.0
UniRef100_A0A846TKB0/11-154,Cluster: Stage V sporulation protein AC,A0A846TKB0,Mesobacillus selenatarsenatis,159,388741,1.0
UniRef100_A0A073KDL3/11-152,Cluster: Stage V sporulation protein AC,A0A073KDL3,Bacillus gaemokensis,158,574375,1.0
UniRef100_UPI001572A1E9/11-152,Cluster: stage V sporulation protein AC,UPI001572A1E9,unclassified Bacillus (in: Bacteria),158,185979,1.0
UniRef100_UPI001CFD18C5/11-153,Cluster: stage V sporulation protein AC,UPI001CFD18C5,Mesobacillus subterraneus,159,285983,1.0
UniRef100_A0A1R1FED2/9-151,Cluster: Stage V sporulation protein AC,A0A1R1FED2,Paenibacillus sp. FSL R5-0490,157,1920424,1.0
UniRef100_A0A7C6ISF2/12-154,Cluster: Stage V sporulation protein AC,A0A7C6ISF2,Clostridiales bacterium,159,1898207,1.0
UniRef100_UPI0008F90D4E/10-152,Cluster: stage V sporulation protein AC,UPI0008F90D4E,Bacillus tuaregi,158,1816695,1.0
UniRef100_UPI001ADB377F/6-149,Cluster: stage V sporulation protein AC,UPI001ADB377F,Bacillus sp. 165,151,1529117,1.0
UniRef100_A0A1H8E880/9-151,Cluster: Stage V sporulation protein AC,A0A1H8E880,Mesobacillus persicus,156,930146,1.0
UniRef100_J2I0K3/12-153,Cluster: Stage V sporulation protein AC,J2I0K3,Brevibacillus sp. CF112,157,1144311,1.0
UniRef100_A0A544UKW1/12-153,Cluster: Stage V sporulation protein AC,A0A544UKW1,Lysinibacillus sp. SDF0063,157,2133753,1.0
UniRef100_UPI00110D6787/12-153,Cluster: stage V sporulation protein AC,UPI00110D6787,Paenibacillus mesophilus,158,2582849,1.0
UniRef100_A0A1N7KG49/12-154,Cluster: Stage V sporulation protein AC,A0A1N7KG49,Kroppenstedtia eburnea,159,714067,1.0
UniRef100_A0A1I1NE35/11-152,Cluster: Stage V sporulation protein AC,A0A1I1NE35,Bacillus sp. 491mf,158,1761755,1.0
UniRef100_UPI000BB78EBD/5-147,Cluster: stage V sporulation protein AC,UPI000BB78EBD,Bacillus,151,1386,1.0
UniRef100_M8E6I1/12-154,Cluster: Stage V sporulation protein AC,M8E6I1,Brevibacillus borstelensis AK1,157,1300222,1.0
UniRef100_UPI001BCE4B60/11-154,Cluster: stage V sporulation protein AC,UPI001BCE4B60,Mesobacillus boroniphilus,159,308892,1.0
UniRef100_UPI000BFB4200/11-152,Cluster: stage V sporulation protein AC,UPI000BFB4200,Bacillus cereus,158,1396,1.0
UniRef100_UPI00149262F5/11-153,Cluster: stage V sporulation protein AC,UPI00149262F5,Paenibacillus planticolens,157,2654976,1.0
UniRef100_A0A5J5I225/8-150,Cluster: Stage V sporulation protein AC,A0A5J5I225,Niallia endozanthoxylicus,156,2036016,1.0
UniRef100_A0A1I6Q3U1/6-148,Cluster: Stage V sporulation protein AC,A0A1I6Q3U1,Bacillus sp. 103mf,151,1761751,1.0
UniRef100_A0A2P7VH94/12-153,Cluster: Stage V sporulation protein AC,A0A2P7VH94,Brevibacillus fortis,157,2126352,1.0
UniRef100_A0A2C3ZHG2/11-152,Cluster: Stage V sporulation protein AC,A0A2C3ZHG2,Bacillus wiedmannii,158,1890302,4.0
UniRef100_UPI0016659D9A/11-153,Cluster: stage V sporulation protein AC,UPI0016659D9A,Paenibacillus marchantiophytorum,157,1619310,1.0
UniRef100_A0A0A8XEM7/11-153,Cluster: Stage V sporulation protein AC (SpoVAC),A0A0A8XEM7,Mesobacillus selenatarsenatis SF-1,159,1321606,1.0
UniRef100_UPI001421FC7B/11-153,Cluster: stage V sporulation protein AC,UPI001421FC7B,Paenibacillus aceris,157,869555,1.0
UniRef100_UPI000319887B/21-161,Cluster: stage V sporulation protein AC,UPI000319887B,Paenibacillus,165,44249,1.0
UniRef100_UPI00036FC927/11-152,Cluster: stage V sporulation protein AC,UPI00036FC927,Bacillus sp. 123MFChir2,158,1169144,1.0
UniRef100_A0A1I6V6Y4/11-152,Cluster: Stage V sporulation protein AC,A0A1I6V6Y4,Bacillus sp. 103mf,158,1761751,1.0
UniRef100_UPI0018CEDDC7/9-151,Cluster: stage V sporulation protein AC,UPI0018CEDDC7,Cytobacillus firmus (Bacillus firmus),157,1399,1.0
UniRef100_A0A068NDB1/6-150,Cluster: Stage V sporulation protein AC (SpoVAC),A0A068NDB1,Bacillus cereus,152,1396,2.0
UniRef100_A0A150BCH8/6-150,Cluster: Stage V sporulation protein AC,A0A150BCH8,Bacillus cereus,152,1396,1.0
UniRef100_W7LBS5/9-151,Cluster: Stage V sporulation protein AC,W7LBS5,Cytobacillus firmus DS1,157,1307436,1.0
UniRef100_A0A371SHB4/6-149,Cluster: Stage V sporulation protein AC,A0A371SHB4,Bacillus sp. HNG,153,2293325,1.0
UniRef100_UPI00197D0B3F/21-161,Cluster: stage V sporulation protein AC,UPI00197D0B3F,Paenibacillus apiarius,165,46240,1.0
UniRef100_S0FLB0/12-154,Cluster: Stage V sporulation protein AC,S0FLB0,Ruminiclostridium cellobioparum subsp. termitidis CT1112,159,1195236,1.0
UniRef100_UPI0002884471/6-149,Cluster: stage V sporulation protein AC,UPI0002884471,Bacillus timonensis,153,1033734,1.0
UniRef100_A0A2A8XZA1/6-150,Cluster: Stage V sporulation protein AC,A0A2A8XZA1,Bacillus cereus,152,1396,1.0
UniRef100_UPI00046F6BD3/12-153,Cluster: stage V sporulation protein AC,UPI00046F6BD3,Paenibacillus maysiensis,160,1155954,1.0
UniRef100_A0A4U1MHH2/7-150,Cluster: Stage V sporulation protein AC,A0A4U1MHH2,Alkalihalobacillus hwajinpoensis,152,208199,1.0
UniRef100_A0A4S3PYK8/6-149,Cluster: Stage V sporulation protein AC,A0A4S3PYK8,Bacillus timonensis,153,1033734,1.0
UniRef100_A0A4U2ZX09/11-152,Cluster: Stage V sporulation protein AC,A0A4U2ZX09,Bacillus mycoides,158,1405,2.0
UniRef100_UPI000717147C/6-149,Cluster: stage V sporulation protein AC,UPI000717147C,Fredinandcohnia humi,153,263474,1.0
UniRef100_A0A2B1DBY3/11-152,Cluster: Stage V sporulation protein AC,A0A2B1DBY3,Bacillus cereus,158,1396,1.0
UniRef100_A0A268ISX9/9-151,Cluster: Stage V sporulation protein AC,A0A268ISX9,Bacillus sp. 7894-2,157,2021695,1.0
UniRef100_A0A243GEW4/6-150,Cluster: Stage V sporulation protein AC,A0A243GEW4,Bacillus thuringiensis subsp. finitimus,152,29337,1.0
UniRef100_UPI001CD766D2/8-150,Cluster: stage V sporulation protein AC,UPI001CD766D2,Bacillus infantis,156,324767,1.0
UniRef100_A0A1S2LDX3/12-153,Cluster: Stage V sporulation protein AC,A0A1S2LDX3,Anaerobacillus alkalilacustris,159,393763,1.0
UniRef100_A0A2U1K6V0/12-153,Cluster: Stage V sporulation protein AC,A0A2U1K6V0,Pueribacillus theae,159,2171751,1.0
UniRef100_A0A0E1MR88/6-150,Cluster: Stage V sporulation protein AC,A0A0E1MR88,Bacillus cereus,152,1396,1.0
UniRef100_UPI001A9D176E/5-147,Cluster: stage V sporulation protein AC,UPI001A9D176E,Metabacillus sp. BG109,151,2795218,1.0
UniRef100_A0A1N6N987/7-150,Cluster: Stage V sporulation protein AC,A0A1N6N987,Priestia flexa,152,86664,1.0
UniRef100_UPI00162885F6/11-154,Cluster: stage V sporulation protein AC,UPI00162885F6,Clostridium sp. DJ247,159,2726188,1.0
UniRef100_A0A235B9Z1/11-155,Cluster: Stage V sporulation protein AC,A0A235B9Z1,Paludifilum halophilum,160,1642702,1.0
UniRef100_A0A136BQ61/11-152,Cluster: Stage V sporulation protein AC,A0A136BQ61,Bacillus cereus,158,1396,7.0
UniRef100_UPI000992900B/11-152,Cluster: stage V sporulation protein AC,UPI000992900B,Bacillus mycoides,158,1405,1.0
UniRef100_A0A2C2AAD5/11-152,Cluster: Stage V sporulation protein AC,A0A2C2AAD5,Bacillus cereus,158,1396,2.0
UniRef100_UPI0009888120/6-149,Cluster: stage V sporulation protein AC,UPI0009888120,Bacillus sinesaloumensis,153,1926280,1.0
UniRef100_A0A2S9XM04/6-150,Cluster: SpoVA protein,A0A2S9XM04,Bacillus sp. M21,152,1155617,1.0
UniRef100_A0A150B7H0/11-152,Cluster: Stage V sporulation protein AC,A0A150B7H0,Bacillus cereus,158,1396,21.0
UniRef100_A0A2C1EMT1/11-152,Cluster: Stage V sporulation protein AC,A0A2C1EMT1,Bacillus cereus,158,1396,1.0
UniRef100_U5L9S5/7-149,Cluster: Stage V sporulation protein AC,U5L9S5,Bacillus infantis NRRL B-14911,155,1367477,3.0
UniRef100_A0A1Q4KTU4/6-150,Cluster: Stage V sporulation protein AC,A0A1Q4KTU4,Bacillus cereus,152,1396,2.0
UniRef100_UPI0008FE54E8/6-150,Cluster: stage V sporulation protein AC,UPI0008FE54E8,Bacillus cereus group,152,86661,1.0
UniRef100_A0A5D4SJE1/8-150,Cluster: Stage V sporulation protein AC,A0A5D4SJE1,Bacillus infantis,156,324767,2.0
UniRef100_A0A4Y3PIN0/12-153,Cluster: Stage V sporulation protein AC,A0A4Y3PIN0,Brevibacillus parabrevis,157,54914,1.0
UniRef100_Q635L2/6-150,Cluster: Stage V sporulation protein AC,Q635L2,Bacillus cereus (strain ZK / E33L),152,288681,1.0
UniRef100_A0A6G1X6D4/8-148,Cluster: Stage V sporulation protein AC,A0A6G1X6D4,Salinibacillus xinjiangensis,150,1229268,1.0
UniRef100_A0A2T6C7G9/12-153,Cluster: Stage V sporulation protein AC,A0A2T6C7G9,Melghirimyces profundicolus,160,1242148,1.0
UniRef100_A0A0J7FTC2/6-150,Cluster: Stage V sporulation protein AC,A0A0J7FTC2,Bacillus cereus,152,1396,4.0
UniRef100_UPI000BF782FC/6-150,Cluster: stage V sporulation protein AC,UPI000BF782FC,Bacillus tropicus,152,2026188,1.0
UniRef100_A0A2B5XY11/11-152,Cluster: Stage V sporulation protein AC,A0A2B5XY11,Bacillus toyonensis,158,155322,1.0
UniRef100_A0A5D4R8T6/8-150,Cluster: Stage V sporulation protein AC,A0A5D4R8T6,Bacillus infantis,156,324767,1.0
UniRef100_A0A4U0F8N8/12-153,Cluster: Stage V sporulation protein AC,A0A4U0F8N8,Cohnella pontilimi,161,2564100,1.0
UniRef100_A0A0B5SE87/11-152,Cluster: Stage V sporulation protein AC,A0A0B5SE87,Bacillus mycoides,158,1405,3.0
UniRef100_A0A2C1M096/11-152,Cluster: Stage V sporulation protein AC,A0A2C1M096,Bacillus cereus,158,1396,1.0
UniRef100_A0A0D8I7U1/11-154,Cluster: Stage V sporulation protein AC,A0A0D8I7U1,Clostridium aceticum,159,84022,1.0
UniRef100_A0A516QVY1/6-150,Cluster: Stage V sporulation protein AC,A0A516QVY1,Bacillus sp. BD59S,152,2499213,2.0
UniRef100_UPI000C0C098A/6-149,Cluster: stage V sporulation protein AC,UPI000C0C098A,Fredinandcohnia onubensis,153,1571209,1.0
UniRef100_UPI0007D8B784/12-153,Cluster: stage V sporulation protein AC,UPI0007D8B784,Brevibacillus,157,55080,1.0
UniRef100_A0A172TKB4/7-149,Cluster: Stage V sporulation protein AC,A0A172TKB4,Paenibacillus swuensis,156,1178515,1.0
UniRef100_UPI000BF8BB65/6-150,Cluster: stage V sporulation protein AC,UPI000BF8BB65,Bacillus toyonensis,152,155322,1.0
UniRef100_G7W2E5/12-153,Cluster: Stage V sporulation protein AC,G7W2E5,Paenibacillus terrae (strain HPL-003),160,985665,1.0
UniRef100_UPI001A239107/12-154,Cluster: stage V sporulation protein AC,UPI001A239107,Clostridium aciditolerans,158,339861,1.0
UniRef100_UPI001C120A95/11-154,Cluster: stage V sporulation protein AC,UPI001C120A95,Clostridium sp. MSJ-11,159,2841512,1.0
UniRef100_C0ZH22/12-153,Cluster: Stage V sporulation protein AC,C0ZH22,Brevibacillus brevis (strain 47 / JCM 6285 / NBRC 100599),157,358681,1.0
UniRef100_UPI001A1FA10E/11-153,Cluster: stage V sporulation protein AC,UPI001A1FA10E,Clostridium aciditolerans,159,339861,1.0
UniRef100_A0A1Y4WVB1/14-155,Cluster: Stage V sporulation protein AC,A0A1Y4WVB1,Brevibacillus brevis (Bacillus brevis),159,1393,1.0
UniRef100_A0A402GDQ4/11-152,Cluster: Stage V sporulation protein AC,A0A402GDQ4,Bacillus cereus,158,1396,2.0
UniRef100_A0A6M1UFT1/13-154,Cluster: Stage V sporulation protein AC,A0A6M1UFT1,Brevibacillus sp. SYP-B805,158,1578199,1.0
UniRef100_A0A8I1KM52/6-150,Cluster: Stage V sporulation protein AC,A0A8I1KM52,Bacillus cereus group sp. N18,152,2794590,1.0
UniRef100_A0A220MIR6/12-153,Cluster: Stage V sporulation protein AC,A0A220MIR6,Brevibacillus formosus,157,54913,2.0
UniRef100_A0A2T0LJG0/9-150,Cluster: Stage V sporulation protein AC,A0A2T0LJG0,Planifilum fimeticola,156,201975,1.0
UniRef100_R8MHT7/11-152,Cluster: Stage V sporulation protein AC,R8MHT7,Bacillus cereus (strain VD146),158,1053236,2.0
UniRef100_UPI000B3B8B05/21-161,Cluster: stage V sporulation protein AC,UPI000B3B8B05,Paenibacillus apiarius,165,46240,1.0
UniRef100_I0BQI6/13-154,Cluster: Stage V sporulation protein AC,I0BQI6,Paenibacillus mucilaginosus K02,159,997761,1.0
UniRef100_UPI000405D44B/12-153,Cluster: stage V sporulation protein AC,UPI000405D44B,Paenibacillus harenae,160,306543,1.0
UniRef100_H6NKD6/13-154,Cluster: Putative stage V sporulation protein AC,H6NKD6,Paenibacillus mucilaginosus 3016,159,1116391,1.0
UniRef100_A0A176JC91/3-145,Cluster: Stage V sporulation protein AC,A0A176JC91,Bacillus sp. SJS,151,1423321,1.0
UniRef100_A0A8I1MCL8/7-150,Cluster: Stage V sporulation protein AC,A0A8I1MCL8,Priestia flexa,152,86664,1.0
UniRef100_A0A2T4Z795/11-153,Cluster: Stage V sporulation protein AC,A0A2T4Z795,Desmospora activa DSM 45169,160,1121389,1.0
UniRef100_C3BSC5/11-152,Cluster: Stage V sporulation protein AC,C3BSC5,Bacillus pseudomycoides DSM 12442,158,527000,2.0
UniRef100_A0A2I0REX6/11-152,Cluster: Uncharacterized protein,A0A2I0REX6,Bacillus cereus Rock4-18,158,526988,10.0
UniRef100_UPI001AEEDC2F/10-154,Cluster: stage V sporulation protein AC,UPI001AEEDC2F,Bacillus sp. REN3,158,2802440,1.0
UniRef100_A0A4R3LBY1/12-153,Cluster: Stage V sporulation protein AC,A0A4R3LBY1,Hazenella coriacea,158,1179467,1.0
UniRef100_UPI0007ABED25/10-152,Cluster: stage V sporulation protein AC,UPI0007ABED25,Neobacillus niacini,158,86668,1.0
UniRef100_A0A2S1AFK2/11-152,Cluster: Stage V sporulation protein AC,A0A2S1AFK2,Bacillus cytotoxicus,158,580165,2.0
UniRef100_UPI0011208A4C/9-152,Cluster: stage V sporulation protein AC,UPI0011208A4C,Clostridium thermarum,157,1716543,1.0
UniRef100_UPI001B014D84/12-153,Cluster: stage V sporulation protein AC,UPI001B014D84,Paenibacillus dendritiformis,160,130049,1.0
UniRef100_A0A0K9M823/12-153,Cluster: Stage V sporulation protein AC,A0A0K9M823,Bacillus sp. FJAT-27238,157,1679167,1.0
UniRef100_UPI001C8CFA83/9-151,Cluster: stage V sporulation protein AC,UPI001C8CFA83,Cytobacillus firmus (Bacillus firmus),157,1399,1.0
UniRef100_UPI000CCBFA93/12-153,Cluster: stage V sporulation protein AC,UPI000CCBFA93,Brevibacillus reuszeri,157,54915,1.0
UniRef100_A0A854KUD1/11-152,Cluster: Stage V sporulation protein AC,A0A854KUD1,Bacillus thuringiensis serovar shandongiensis,158,180886,1.0
UniRef100_A0A7W0I0V0/11-153,Cluster: Stage V sporulation protein AC,A0A7W0I0V0,Paenibacillus sp. CGMCC 1.16610,157,2755557,1.0
UniRef100_R8PWF5/11-152,Cluster: Stage V sporulation protein AC,R8PWF5,Bacillus cereus VD136,158,1053234,3.0
UniRef100_A0A2B1EP65/6-150,Cluster: Stage V sporulation protein AC,A0A2B1EP65,Bacillus cereus,152,1396,2.0
UniRef100_A0A3R9FLW4/11-154,Cluster: Stage V sporulation protein AC,A0A3R9FLW4,Mesobacillus subterraneus,159,285983,1.0
UniRef100_UPI0010367494/6-150,Cluster: stage V sporulation protein AC,UPI0010367494,Bacillus sp. SYJ,152,2529386,1.0
UniRef100_UPI00037FF624/12-153,Cluster: stage V sporulation protein AC,UPI00037FF624,Effusibacillus pohliae,157,232270,1.0
UniRef100_A0A2V4V6R5/18-159,Cluster: Stage V sporulation protein AC,A0A2V4V6R5,Paenibacillus barcinonensis,166,198119,1.0
UniRef100_A0A160HGK7/6-150,Cluster: Stage V sporulation protein AC,A0A160HGK7,Bacillus cereus,152,1396,4.0
UniRef100_A0A419SG21/11-153,Cluster: Stage V sporulation protein AC,A0A419SG21,Ammoniphilus oxalaticus,159,66863,1.0
UniRef100_UPI0005C717C4/8-149,Cluster: stage V sporulation protein AC,UPI0005C717C4,Bacillus sp. EB01,155,1347086,1.0
UniRef100_UPI000FD624F7/11-153,Cluster: stage V sporulation protein AC,UPI000FD624F7,Paenibacillus chondroitinus,157,59842,1.0
UniRef100_H6CPN6/12-153,Cluster: Stage V sporulation protein AC,H6CPN6,Paenibacillus sp. Aloe-11,160,1050222,1.0
UniRef100_A0A506Q5K7/11-152,Cluster: Stage V sporulation protein AC,A0A506Q5K7,Bacillus sp.,158,1409,3.0
UniRef100_A0A0K9YVE4/12-153,Cluster: Stage V sporulation protein AC,A0A0K9YVE4,Brevibacillus reuszeri,157,54915,1.0
UniRef100_A0A0A2VHU2/6-148,Cluster: Stage V sporulation protein AC,A0A0A2VHU2,Pontibacillus chungwhensis BH030062,151,1385513,1.0
UniRef100_A0A0M4GCN2/8-149,Cluster: Stage V sporulation protein AC,A0A0M4GCN2,Bacillus sp. FJAT-18017,155,1705566,1.0
UniRef100_UPI000DA23D20/20-161,Cluster: stage V sporulation protein AC,UPI000DA23D20,Paenibacillus barcinonensis,168,198119,1.0
UniRef100_A0A239BEB2/11-153,Cluster: Stage V sporulation protein AC,A0A239BEB2,Anaerovirgula multivorans,159,312168,1.0
UniRef100_A0A2C0YTE4/5-147,Cluster: Stage V sporulation protein AC,A0A2C0YTE4,Bacillus sp. AFS041924,150,2033503,1.0
UniRef100_A0A222WN13/12-153,Cluster: Stage V sporulation protein AC,A0A222WN13,Paenibacillus kribbensis,160,172713,1.0
UniRef100_A0A2C1M699/6-150,Cluster: Stage V sporulation protein AC,A0A2C1M699,Bacillus cereus,152,1396,2.0
UniRef100_UPI000BF96456/11-152,Cluster: stage V sporulation protein AC,UPI000BF96456,Bacillus toyonensis,158,155322,1.0
UniRef100_A0A2A8S1J0/6-148,Cluster: Stage V sporulation protein AC,A0A2A8S1J0,Bacillus cereus,152,1396,1.0
UniRef100_UPI000C7C8F8F/7-147,Cluster: stage V sporulation protein AC,UPI000C7C8F8F,Salirhabdus sp. Marseille-P4669,149,2042310,1.0
UniRef100_A0A6G3ZU62/11-153,Cluster: Stage V sporulation protein AC,A0A6G3ZU62,Paenibacillus sp. SYP-B3998,157,2678564,1.0
UniRef100_A0A2C2U4G0/11-152,Cluster: Stage V sporulation protein AC,A0A2C2U4G0,Bacillus cereus,158,1396,2.0
UniRef100_A0A2B6C4B9/6-150,Cluster: Stage V sporulation protein AC,A0A2B6C4B9,Bacillus anthracis,152,1392,1.0
UniRef100_A0A1C4EN37/6-150,Cluster: Stage V sporulation protein AC,A0A1C4EN37,Bacillus cereus,152,1396,1.0
UniRef100_A0A6I7XVC0/6-150,Cluster: Stage V sporulation protein AC,A0A6I7XVC0,Bacillus sp. SH7-1,152,2217818,1.0
UniRef100_A0A268E5G0/5-147,Cluster: Stage V sporulation protein AC,A0A268E5G0,Bacillus sp. 7586-K,151,2021690,1.0
UniRef100_UPI0019112229/12-153,Cluster: stage V sporulation protein AC,UPI0019112229,Paenibacillus sp. DA-C8,157,2749268,1.0
UniRef100_J8FYY9/11-152,Cluster: Stage V sporulation protein AC,J8FYY9,Bacillus cereus VD107,158,1053229,1.0
UniRef100_A0A5R9F7A2/7-150,Cluster: Stage V sporulation protein AC,A0A5R9F7A2,Alkalihalobacillus caeni,152,2574798,1.0
UniRef100_J2GN53/12-153,Cluster: Stage V sporulation protein AC,J2GN53,Brevibacillus sp. BC25,157,1144308,1.0
UniRef100_A0A6I0BBM9/6-150,Cluster: Stage V sporulation protein AC,A0A6I0BBM9,Bacillus sp. CH126_4D,152,1436363,1.0
UniRef100_UPI000B4B8B7D/6-150,Cluster: stage V sporulation protein AC,UPI000B4B8B7D,Bacillus cereus,152,1396,1.0
UniRef100_UPI000BEC9EB0/6-148,Cluster: stage V sporulation protein AC,UPI000BEC9EB0,Bacillus pseudomycoides,152,64104,1.0
UniRef100_UPI0002799437/6-150,Cluster: stage V sporulation protein AC,UPI0002799437,Bacillus cereus,152,1396,1.0
UniRef100_A0A517I2L7/12-153,Cluster: Stage V sporulation protein AC,A0A517I2L7,Brevibacillus brevis (Bacillus brevis),157,1393,1.0
UniRef100_A0A2B1FKB0/11-152,Cluster: Stage V sporulation protein AC,A0A2B1FKB0,Bacillus cereus,158,1396,3.0
UniRef100_C2X273/6-150,Cluster: Uncharacterized protein,C2X273,Bacillus cereus Rock4-18,152,526988,9.0
UniRef100_A0A2A7HWJ1/6-150,Cluster: Stage V sporulation protein AC,A0A2A7HWJ1,Bacillus cereus,152,1396,1.0
UniRef100_UPI001CFD1D2D/9-151,Cluster: stage V sporulation protein AC,UPI001CFD1D2D,Cytobacillus firmus (Bacillus firmus),157,1399,1.0
UniRef100_A0A0D0R050/6-150,Cluster: Stage V sporulation protein AC,A0A0D0R050,Bacillus sp. L_1B0_5,152,1586646,1.0
